id,day,month,dom,year,avg_pace,distance,Duration,est_calories
1141,Sunday,February,23,2020,8`30``,1.59,13:33,248
1142,Wednesday,March,4,2020,8`21``,1.55,12:57,242
1143,Thursday,March,5,2020,8`16``,1.58,13:04,247
1144,Thursday,March,12,2020,8`13``,1.63,13:25,255
1145,Sunday,March,15,2020,8`08``,1.59,12:59,250
1146,Tuesday,March,17,2020,8`10``,1.57,12:53,247
1147,Wednesday,March,25,2020,8`14``,1.59,13:07,248
1148,Friday,March,27,2020,8`15``,1.61,13:20,248
1149,Thursday,April,2,2020,8`33``,2.09,17:55,320
1150,Saturday,April,4,2020,8`24``,2.06,17:22,316
1151,Monday,April,6,2020,8`15``,2.83,23:21,316
1152,Tuesday,April,7,2020,8`15``,1.6,13:16,247
1153,Wednesday,April,8,2020,8`17``,2.93,24:19,448
1154,Friday,April,10,2020,8`30``,1.51,13:22,232
1155,Monday,April,13,2020,8`24``,3.1,26:05,474
1156,Tuesday,April,14,2020,8`22``,3.07,25:40,469
1157,Sunday,April,19,2020,8`19``,2.48,20:38,377
1158,Monday,April,20,2020,8`19``,2.68,22:21,411
1159,Friday,April,24,2020,7`50``,1.98,15:34,305
1160,Saturday,April,25,2020,8`03``,3.07,24:43,410
1161,Sunday,April,26,2020,8`20``,2.02,16:52,309
1162,Monday,April,27,2020,8`16``,2,16:35,307
1163,Tuesday,April,28,2020,8`16``,3.04,24:18,467
1164,Friday,May,1,2020,8`04``,3.09,24:56,473
1165,Saturday,May,2,2020,8`16``,3.04,25:10,465
1166,Monday,May,4,2020,7`56``,2.16,17:08,332
1167,Tuesday,May,5,2020,8`07``,2,16:13,307
1168,Thursday,May,7,2020,7`51``,2.19,17:12,335
1169,Friday,May,8,2020,8`15``,2.12,17:32,260
1170,Sunday,May,10,2020,8`07``,3.12,25:21,403
1171,Tuesday,May,12,2020,8`05``,3.01,24:19,429
1172,Wednesday,May,13,2020,8`10``,2.15,17:38,295
1173,Friday,May,15,2020,8`04``,3.05,24:35,447
1174,Monday,May,18,2020,8`07``,3.04,24:39,417
1175,Wednesday,May,20,2020,8`01``,2.98,23:52,481
1176,Thursday,May,21,2020,8`07``,2.98,24:14,444
1177,Friday,May,22,2020,8`10``,3.02,24:42,433
1178,Saturday,May,23,2020,8`06``,3.05,24:43,452
1179,Monday,May,25,2020,8`04``,2.58,20:51,473
1180,Wednesday,May,27,2020,8`00``,2.98,23:52,457
1181,Thursday,May,28,2020,8`13``,3.03,24:55,429
1182,Friday,May,29,2020,8`17``,3.06,25:24,427
1183,Sunday,May,31,2020,8`01``,3.08,24:44,419
1184,Saturday,June,6,2020,8`11``,3.06,25:08,453
1185,Saturday,June,13,2020,7`56``,3.07,24:25,417
1186,Sunday,June,14,2020,8`19``,3.09,25:42,419
1187,Saturday,June,20,2020,8`09``,3.11,25:24,462
1188,Sunday,June,21,2020,8`04``,3.07,24:47,473
1189,Saturday,June,27,2020,8`02``,3.08,24:43,434
1190,Sunday,June,28,2020,8`04``,3.07,24:49,450
1191,Friday,July,3,2020,8`14``,3.12,25:43,495
1192,Saturday,July,4,2020,8`03``,3.22,25:59,609
1193,Sunday,July,12,2020,8`03``,3.04,24:32,432
1194,Saturday,July,18,2020,8`11``,3.09,25:20,461
1195,Sunday,July,19,2020,8`09``,3.32,27:06,483
1196,Saturday,July,25,2020,8`02``,3.12,25:03,439
1197,Sunday,July,26,2020,8`19``,4.26,35:29,588
1198,Saturday,August,1,2020,8`07``,4.24,34:25,613
1199,Sunday,August,2,2020,8`14``,4.17,34:22,562
1200,Saturday,August,8,2020,8`10``,4.21,34:23,582
1201,Sunday,August,9,2020,8`15``,4.14,34:14,595
1202,Saturday,August,15,2020,8`17``,4.25,35:14,589
1203,Saturday,August,22,2020,8`04``,4.15,33:30,574
1204,Saturday,August,29,2020,8`05``,4.21,34:07,572
1205,Monday,September,7,2020,8`08``,4.18,34:04,588
1206,Sunday,September,27,2020,8`14``,4.17,34:20,576
1207,Thursday,October,22,2020,8`29``,4.18,35:32,649
1208,Sunday,February,28,2021,9`01``,1.77,15:59,296
1209,Wednesday,March,3,2021,9`05``,1.81,16:29,314
1210,Tuesday,March,16,2021,8`35``,1.92,16:29,327
1211,Monday,March,8,2021,8`41``,1.98,17:12,308
1212,Wednesday,March,10,2021,8`42``,2.03,17:44,284
1213,Friday,March,12,2021,8`46``,2.04,17:56,300
1214,Sunday,March,14,2021,10`05``,2.18,21:58,323
1215,Monday,March,15,2021,8`36``,2.05,17:40,292
1216,Wednesday,March,17,2021,9`00``,2.07,18:40,302
1217,Friday,March,19,2021,8`36``,2.07,17:52,291
1218,Sunday,March,21,2021,8`50``,1.97,17:28,279
1219,Wednesday,March,24,2021,9`01``,2.26,20:26,310
1220,Saturday,March,27,2021,8`49``,2.21,19:30,283
1221,Tuesday,March,30,2021,8`52``,2.17,19:18,305
1222,Thursday,April,1,2021,8`55``,1.99,17:50,248
1223,Sunday,April,4,2021,8`49``,2.24,19:49,283
1224,Tuesday,April,6,2021,8`48``,2.24,19:43,286
1225,Thursday,April,8,2021,8`49``,2.23,19:40,290
1226,Tuesday,April,13,2021,8`44``,2.23,19:29,283
1227,Wednesday,April,14,2021,8`41``,2.21,19:13,287
1228,Friday,April,16,2021,8`35``,2.23,19:11,291
1229,Sunday,April,18,2021,9`14``,3.32,19:11,428
1230,Saturday,April,24,2021,8`53``,3.14,27:53,414
1231,Monday,April,26,2021,8`51``,3.26,28:51,439
1232,Wednesday,April,28,2021,8`42``,3.2,27:53,438
1233,Friday,April,30,2021,8`44``,3.24,28:19,419
1234,Tuesday,May,4,2021,9`09``,3.23,29:34,441
1235,Thursday,May,6,2021,8`49``,3.22,28:26,438
1236,Sunday,May,9,2021,8`34``,3.29,28:12,480
1237,Saturday,May,15,2021,8`52``,3.29,29:13,433
1238,Monday,May,17,2021,8`35``,3.24,27:51,445
1239,Wednesday,May,19,2021,8`47``,3.27,28:48,449
1240,Friday,May,21,2021,8`26``,3.31,27:55,477
1241,Sunday,May,23,2021,8`21``,3.27,27:19,458
1242,Monday,May,24,2021,8`29``,3.28,27:53,462
1243,Saturday,May,29,2021,8`32``,3.25,27:53,443
1244,Monday,May,31,2021,8`28``,3.22,27:16,457
1245,Wednesday,June,2,2021,8`15``,3.24,26:47,463
1246,Saturday,June,5,2021,8`24``,3.27,27:30,445
1247,Monday,June,7,2021,8`12``,3.27,26:51,457
1248,Friday,June,11,2021,8`00``,3.29,26:20,459
1249,Monday,June,14,2021,8`22``,3.51,29:20,472
1250,Wednesday,June,16,2021,8`10``,3.49,28:32,478
1251,Friday,June,18,2021,8`26``,3.35,28:13,442
1252,Saturday,June,19,2021,8`18``,3.34,27:45,459
1253,Monday,June,21,2021,8`30``,3.33,28:22,448
1254,Saturday,June,26,2021,8`32``,3.3,28:15,459
1255,Saturday,July,3,2021,8`36``,3.64,31:21,497
1256,Monday,July,5,2021,8`32``,3.23,27:36,453
1257,Tuesday,July,6,2021,8`20``,3.2,26:42,455
1258,Thursday,July,8,2021,8`20``,3.27,27:18,459
1259,Friday,July,9,2021,8`25``,3.23,27:11,437
1260,Sunday,July,11,2021,8`24``,3.26,27:22,446
1261,Tuesday,July,13,2021,8`26``,3.22,27:10,443
1262,Thursday,July,15,2021,8`21``,3.19,26:43,463
1263,Sunday,July,18,2021,8`21``,3.23,27:03,443
1264,Monday,July,19,2021,8`20``,3.22,26:55,445
1265,Tuesday,July,20,2021,8`23``,3.24,27:11,445
1266,Saturday,July,24,2021,8`27``,3.24,27:24,474
1267,Tuesday,July,27,2021,8`26``,3.23,27:18,460
1268,Wednesday,July,28,2021,8`30``,3.21,27:18,455
1269,Saturday,July,31,2021,8`26``,3.28,27:42,450
1270,Tuesday,August,3,2021,8`20``,3.27,27:17,446
1271,Thursday,August,5,2021,8`18``,3.26,27:03,445
1272,Sunday,August,8,2021,8`19``,3.3,27:30,461
1273,Sunday,August,15,2021,8`19``,3.42,28:08,479
1274,Monday,August,23,2021,8`22``,3.24,27:08,448
1275,Tuesday,May,31,2022,9`04``,2.59,23:31,421
1276,Friday,June,3,2022,8`48``,2.68,23:35,393
1277,Saturday,June,4,2022,8`59``,3.25,29:09,448
1278,Monday,June,6,2022,8`56``,3.21,28:41,452
1279,Wednesday,June,22,2022,8`45``,3.15,27:37,455
1280,Monday,June,27,2022,8`53``,3.18,25:17,441
1281,Thursday,June,30,2022,8`46``,3.76,32:59,557
1282,Saturday,July,2,2022,8`35``,3.28,28:14,455
1283,Monday,July,4,2022,8`38``,3.21,27:45,459
1284,Friday,July,8,2022,8`38``,2.74,23:43,406
1285,Sunday,July,10,2022,8`33``,3.28,28:03,471
1286,Tuesday,July,12,2022,8`26``,2.74,23:10,389
1287,Thursday,July,14,2022,8`28``,3.28,27:47,461
1288,Monday,July,18,2022,8`25``,2.77,23:23,396
1289,Wednesday,July,20,2022,8`36``,3.22,27:45,461
1290,Friday,July,22,2022,8`25``,3.21,27:01,458
1291,Sunday,July,31,2022,8`37``,3.27,27:14,459
1292,Tuesday,August,2,2022,8`34``,2.86,24:31,400
1293,Wednesday,August,3,2022,8`32``,3.24,27:43,452
1294,Friday,August,5,2022,8`40``,2.84,24:37,401
1295,Sunday,August,7,2022,8`35``,3.27,28:07,454
1296,Tuesday,August,9,2022,8`30``,2.8,23:53,412
1297,Wednesday,August,10,2022,8`42``,3.23,28:08,442
1298,Friday,August,12,2022,8`31``,3.28,28:01,426
1299,Monday,August,15,2022,8`24``,3.25,27:18,462
1300,Wednesday,August,17,2022,8`46``,6.69,58:4,919
1301,Friday,August,19,2022,8`48``,6.3,55:30,857
1302,Sunday,August,21,2022,8`40``,6.29,54:33,854
1303,Monday,August,22,2022,8`04``,3.69,29:47,526
1304,Wednesday,August,24,2022,8`38``,6.54,56:28,894
1305,Thursday,August,25,2022,8`28``,3.98,33:42,554
1306,Saturday,August,27,2022,8`40``,6.57,56:57,895
1307,Monday,August,29,2022,8`58``,6.48,58:12,880
1308,Thursday,September,1,2022,9`26``,7.62,1:11:58,992
1309,Tuesday,September,6,2022,9`41``,6.26,1:00:36,837
1310,Thursday,September,8,2022,9`34``,9.15,1:27:36,1197
1311,Sunday,September,11,2022,9`28``,9.53,1:30:12,1248
1312,Tuesday,September,13,2022,8`40``,6.43,54:59,837
1313,Thursday,September,15,2022,8`46``,6.35,55:43,852
1314,Monday,September,19,2022,9`09``,10.17,1:33:03,1331
1315,Wednesday,September,21,2022,8`31``,5.15,43:52,733
1316,Sunday,September,25,2022,8`36``,6.37,54:44,843
1317,Tuesday,September,27,2022,8`30``,6.31,53:41,837
1318,Thursday,September,29,2022,8`37``,9.24,1:19:38,1224
1319,Monday,October,3,2022,8`14``,6.33,52:08,842
1320,Thursday,October,6,2022,8`39``,9.08,1:18:39,1202
1321,Thursday,October,13,2022,8`07``,4.38,35:36,599
1322,Saturday,October,15,2022,8`09``,6.31,51:31,839
1323,Sunday,October,23,2022,8`31``,5.34,45:30,726
1324,Tuesday,October,25,2022,8`20``,6.32,52:39,853
1325,Sunday,October,30,2022,8`21``,6.34,52:55,837
